Image URL,ID,DATASET,TOOL,MUT_EXT,ITER,Expected,Predicted,ASS 1,ASS 2,Misclass Human 1,Misclass Human 2,Valid Human 1,Valid Human 2,Label Preservation?,Validity?
15_INTB_sd_low_iteration71_X850_Y865,15,INTB,sd,low,71,850,865,865,865,1,1,0,0,no,yes
88_INTB_sd_high_iteration2_X850_Y189,88,INTB,sd,high,2,850,189,850,865,0,1,0,0,N/A,yes
326_INTB_gan_low_iteration178_X850_Y950,326,INTB,gan,low,178,850,950,a different real world object,a different real world object,1,1,1,1,no,no
289_INTB_gan_low_iteration96_X850_Y265,289,INTB,gan,low,96,850,265,850,850,0,0,0,0,yes,yes
158_INTB_sd_high_iteration6_X850_Y188,158,INTB,sd,high,6,850,188,865,865,1,1,0,0,no,yes
336_INTB_gan_low_iteration69_X850_Y728,336,INTB,gan,low,69,850,728,865,a different real world object,1,1,0,1,no,N/A
165_INTB_sd_high_iteration19_X850_Y958,165,INTB,sd,high,19,850,958,850,850,0,0,0,0,yes,yes
123_INTB_sd_high_iteration1_X850_Y191,123,INTB,sd,high,1,850,191,850,850,0,0,0,0,yes,yes
292_INTB_gan_low_iteration169_X850_Y265,292,INTB,gan,low,169,850,265,850,265,0,1,0,0,N/A,yes
189_INTB_gan_high_iteration23_X850_Y415,189,INTB,gan,high,23,850,415,850,865,0,1,0,0,N/A,yes
227_INTB_gan_high_iteration44_X850_Y911,227,INTB,gan,high,44,850,911,850,not a real world object,0,1,0,1,N/A,N/A
19_INTB_sd_low_iteration1_X850_Y33,19,INTB,sd,low,1,850,33,850,850,0,0,0,0,yes,yes
95_INTB_sd_high_iteration11_X850_Y191,95,INTB,sd,high,11,850,191,850,850,0,0,0,0,yes,yes
333_INTB_gan_low_iteration43_X850_Y865,333,INTB,gan,low,43,850,865,850,not a real world object,0,1,0,1,N/A,N/A
222_INTB_gan_high_iteration34_X850_Y496,222,INTB,gan,high,34,850,496,850,850,0,0,0,0,yes,yes
2_INTB_sd_low_iteration47_X850_Y333,2,INTB,sd,low,47,850,333,850,850,0,0,0,0,yes,yes
328_INTB_gan_low_iteration36_X850_Y443,328,INTB,gan,low,36,850,443,a different real world object,a different real world object,1,1,1,1,no,no
93_INTB_sd_high_iteration3_X850_Y189,93,INTB,sd,high,3,850,189,850,850,0,0,0,0,yes,yes
150_INTB_sd_high_iteration13_X850_Y191,150,INTB,sd,high,13,850,191,850,850,0,0,0,0,yes,yes
173_INTB_vae_low_iteration2_X850_Y872,173,INTB,vae,low,2,850,872,850,850,0,0,0,0,yes,yes
216_INTB_gan_high_iteration33_X850_Y911,216,INTB,gan,high,33,850,911,850,850,0,0,0,0,yes,yes
204_INTB_gan_high_iteration11_X850_Y266,204,INTB,gan,high,11,850,266,267,850,1,0,0,0,N/A,yes
272_INTB_vae_high_iteration1_X850_Y865,272,INTB,vae,high,1,850,865,850,850,0,0,0,0,yes,yes
349_INTB_gan_low_iteration187_X850_Y865,349,INTB,gan,low,187,850,865,not a real world object,850,1,0,1,0,N/A,N/A
368_INTB_gan_low_iteration117_X850_Y865,368,INTB,gan,low,117,850,865,not a real world object,850,1,0,1,0,N/A,N/A
313_INTB_gan_low_iteration51_X850_Y492,313,INTB,gan,low,51,850,492,850,850,0,0,0,0,yes,yes
298_INTB_gan_low_iteration17_X850_Y354,298,INTB,gan,low,17,850,354,850,850,0,0,0,0,yes,yes
133_INTB_sd_high_iteration20_X850_Y191,133,INTB,sd,high,20,850,191,850,850,0,0,0,0,yes,yes
106_INTB_sd_high_iteration3_X850_Y388,106,INTB,sd,high,3,850,388,850,850,0,0,0,0,yes,yes
334_INTB_gan_low_iteration46_X850_Y191,334,INTB,gan,low,46,850,191,850,850,0,0,0,0,yes,yes
59_INTB_sd_low_iteration110_X850_Y865,59,INTB,sd,low,110,850,865,850,850,0,0,0,0,yes,yes
185_INTB_vae_low_iteration17_X850_Y156,185,INTB,vae,low,17,850,156,not a real world object,850,1,0,1,0,N/A,N/A
267_INTB_gan_high_iteration10_X850_Y267,267,INTB,gan,high,10,850,267,850,850,0,0,0,0,yes,yes
329_INTB_gan_low_iteration190_X850_Y741,329,INTB,gan,low,190,850,741,not a real world object,a different real world object,1,1,1,1,no,no
4_INTB_sd_low_iteration16_X850_Y995,4,INTB,sd,low,16,850,995,850,850,0,0,0,0,yes,yes
357_INTB_gan_low_iteration99_X850_Y265,357,INTB,gan,low,99,850,265,850,850,0,0,0,0,yes,yes
361_INTB_gan_low_iteration87_X850_Y265,361,INTB,gan,low,87,850,265,850,267,0,1,0,0,N/A,yes
325_INTB_gan_low_iteration105_X850_Y434,325,INTB,gan,low,105,850,434,850,267,0,1,0,0,N/A,yes
297_INTB_gan_low_iteration94_X850_Y219,297,INTB,gan,low,94,850,219,850,850,0,0,0,0,yes,yes
273_INTB_vae_high_iteration2_X850_Y865,273,INTB,vae,high,2,850,865,850,850,0,0,0,0,yes,yes
109_INTB_sd_high_iteration16_X850_Y267,109,INTB,sd,high,16,850,267,850,850,0,0,0,0,yes,yes
343_INTB_gan_low_iteration177_X850_Y388,343,INTB,gan,low,177,850,388,850,850,0,0,0,0,yes,yes
127_INTB_sd_high_iteration1_X850_Y643,127,INTB,sd,high,1,850,643,850,850,0,0,0,0,yes,yes
252_INTB_gan_high_iteration29_X850_Y658,252,INTB,gan,high,29,850,658,850,850,0,0,0,0,yes,yes
45_INTB_sd_low_iteration128_X850_Y996,45,INTB,sd,low,128,850,996,850,850,0,0,0,0,yes,yes
152_INTB_sd_high_iteration25_X850_Y865,152,INTB,sd,high,25,850,865,850,850,0,0,0,0,yes,yes
163_INTB_sd_high_iteration3_X850_Y865,163,INTB,sd,high,3,850,865,850,850,0,0,0,0,yes,yes
140_INTB_sd_high_iteration9_X850_Y529,140,INTB,sd,high,9,850,529,850,850,0,0,0,0,yes,yes
200_INTB_gan_high_iteration47_X850_Y889,200,INTB,gan,high,47,850,889,not a real world object,a different real world object,1,1,1,1,no,no
160_INTB_sd_high_iteration13_X850_Y996,160,INTB,sd,high,13,850,996,850,850,0,0,0,0,yes,yes
108_INTB_sd_high_iteration18_X850_Y228,108,INTB,sd,high,18,850,228,850,260,0,1,0,0,N/A,yes
199_INTB_gan_high_iteration10_X850_Y266,199,INTB,gan,high,10,850,266,850,260,0,1,0,0,N/A,yes
304_INTB_gan_low_iteration86_X850_Y328,304,INTB,gan,low,86,850,328,850,267,0,1,0,0,N/A,yes
6_INTB_sd_low_iteration22_X850_Y338,6,INTB,sd,low,22,850,338,850,260,0,1,0,0,N/A,yes
96_INTB_sd_high_iteration2_X850_Y267,96,INTB,sd,high,2,850,267,850,260,0,1,0,0,N/A,yes
256_INTB_gan_high_iteration19_X850_Y257,256,INTB,gan,high,19,850,257,850,850,0,0,0,0,yes,yes
94_INTB_sd_high_iteration1_X850_Y33,94,INTB,sd,high,1,850,33,850,850,0,0,0,0,yes,yes
44_INTB_sd_low_iteration42_X850_Y588,44,INTB,sd,low,42,850,588,850,850,0,0,0,0,yes,yes
102_INTB_sd_high_iteration18_X850_Y265,102,INTB,sd,high,18,850,265,850,850,0,0,0,0,yes,yes
311_INTB_gan_low_iteration17_X850_Y267,311,INTB,gan,low,17,850,267,850,850,0,0,0,0,yes,yes
286_INTB_gan_low_iteration211_X850_Y496,286,INTB,gan,low,211,850,496,a different real world object,not a real world object,1,1,1,1,no,no
58_INTB_sd_low_iteration18_X850_Y333,58,INTB,sd,low,18,850,333,850,850,0,0,0,0,yes,yes
182_INTB_vae_low_iteration8_X850_Y804,182,INTB,vae,low,8,850,804,850,not a real world object,0,1,0,1,N/A,N/A
3_INTB_sd_low_iteration19_X850_Y333,3,INTB,sd,low,19,850,333,850,850,0,0,0,0,yes,yes
148_INTB_sd_high_iteration16_X850_Y865,148,INTB,sd,high,16,850,865,850,865,0,1,0,0,N/A,yes
296_INTB_gan_low_iteration58_X850_Y434,296,INTB,gan,low,58,850,434,a different real world object,not a real world object,1,1,1,1,no,no
98_INTB_sd_high_iteration7_X850_Y995,98,INTB,sd,high,7,850,995,850,850,0,0,0,0,yes,yes
33_INTB_sd_low_iteration83_X850_Y865,33,INTB,sd,low,83,850,865,865,850,1,0,0,0,N/A,yes
340_INTB_gan_low_iteration186_X850_Y700,340,INTB,gan,low,186,850,700,not a real world object,not a real world object,1,1,1,1,no,no
64_INTB_sd_low_iteration12_X850_Y260,64,INTB,sd,low,12,850,260,850,850,0,0,0,0,yes,yes
255_INTB_gan_high_iteration33_X850_Y496,255,INTB,gan,high,33,850,496,850,850,0,0,0,0,yes,yes
263_INTB_gan_high_iteration43_X850_Y958,263,INTB,gan,high,43,850,958,850,850,0,0,0,0,yes,yes
257_INTB_gan_high_iteration29_X850_Y265,257,INTB,gan,high,29,850,265,850,850,0,0,0,0,yes,yes
348_INTB_gan_low_iteration35_X850_Y66,348,INTB,gan,low,35,850,66,850,850,0,0,0,0,yes,yes
103_INTB_sd_high_iteration12_X850_Y865,103,INTB,sd,high,12,850,865,865,850,1,0,0,0,N/A,yes
215_INTB_gan_high_iteration16_X850_Y267,215,INTB,gan,high,16,850,267,266,267,1,1,0,0,no,yes
312_INTB_gan_low_iteration71_X850_Y222,312,INTB,gan,low,71,850,222,not a real world object,850,1,0,1,0,N/A,N/A
131_INTB_sd_high_iteration1_X850_Y222,131,INTB,sd,high,1,850,222,850,865,0,1,0,0,N/A,yes
354_INTB_gan_low_iteration108_X850_Y12,354,INTB,gan,low,108,850,12,265,865,1,1,0,0,no,yes
179_INTB_vae_low_iteration16_X850_Y746,179,INTB,vae,low,16,850,746,850,265,0,1,0,0,N/A,yes
246_INTB_gan_high_iteration30_X850_Y267,246,INTB,gan,high,30,850,267,850,265,0,1,0,0,N/A,yes
111_INTB_sd_high_iteration4_X850_Y265,111,INTB,sd,high,4,850,265,850,265,0,1,0,0,N/A,yes
229_INTB_gan_high_iteration29_X850_Y865,229,INTB,gan,high,29,850,865,260,865,1,1,0,0,no,yes
193_INTB_gan_high_iteration36_X850_Y496,193,INTB,gan,high,36,850,496,850,850,0,0,0,0,yes,yes
1_INTB_sd_low_iteration92_X850_Y333,1,INTB,sd,low,92,850,333,850,850,0,0,0,0,yes,yes
155_INTB_sd_high_iteration1_X850_Y406,155,INTB,sd,high,1,850,406,850,865,0,1,0,0,N/A,yes
79_INTB_sd_low_iteration45_X850_Y865,79,INTB,sd,low,45,850,865,850,265,0,1,0,0,N/A,yes
197_INTB_gan_high_iteration13_X850_Y415,197,INTB,gan,high,13,850,415,not a real world object,265,1,1,1,0,no,N/A
310_INTB_gan_low_iteration47_X850_Y266,310,INTB,gan,low,47,850,266,850,260,0,1,0,0,N/A,yes
136_INTB_sd_high_iteration2_X850_Y191,136,INTB,sd,high,2,850,191,850,260,0,1,0,0,N/A,yes
347_INTB_gan_low_iteration142_X850_Y330,347,INTB,gan,low,142,850,330,850,260,0,1,0,0,N/A,yes
225_INTB_gan_high_iteration10_X850_Y266,225,INTB,gan,high,10,850,266,850,850,0,0,0,0,yes,yes
124_INTB_sd_high_iteration14_X850_Y219,124,INTB,sd,high,14,850,219,850,850,0,0,0,0,yes,yes
132_INTB_sd_high_iteration5_X850_Y188,132,INTB,sd,high,5,850,188,850,850,0,0,0,0,yes,yes
149_INTB_sd_high_iteration1_X850_Y996,149,INTB,sd,high,1,850,996,not a real world object,850,1,0,1,0,N/A,N/A
358_INTB_gan_low_iteration84_X850_Y728,358,INTB,gan,low,84,850,728,a different real world object,265,1,1,1,0,no,N/A
308_INTB_gan_low_iteration45_X850_Y515,308,INTB,gan,low,45,850,515,850,850,0,0,0,0,yes,yes
362_INTB_gan_low_iteration89_X850_Y568,362,INTB,gan,low,89,850,568,850,a different real world object,0,1,0,1,N/A,N/A
27_INTB_sd_low_iteration65_X850_Y568,27,INTB,sd,low,65,850,568,not a real world object,not a real world object,1,1,1,1,no,no
62_INTB_sd_low_iteration8_X850_Y191,62,INTB,sd,low,8,850,191,850,850,0,0,0,0,yes,yes
321_INTB_gan_low_iteration110_X850_Y388,321,INTB,gan,low,110,850,388,850,850,0,0,0,0,yes,yes
265_INTB_gan_high_iteration72_X850_Y247,265,INTB,gan,high,72,850,247,not a real world object,850,1,0,1,0,N/A,N/A
184_INTB_vae_low_iteration7_X850_Y999,184,INTB,vae,low,7,850,999,850,850,0,0,0,0,yes,yes
249_INTB_gan_high_iteration20_X850_Y415,249,INTB,gan,high,20,850,415,not a real world object,a different real world object,1,1,1,1,no,no
110_INTB_sd_high_iteration2_X850_Y415,110,INTB,sd,high,2,850,415,not a real world object,not a real world object,1,1,1,1,no,no
50_INTB_sd_low_iteration1_X850_Y963,50,INTB,sd,low,1,850,963,850,850,0,0,0,0,yes,yes
86_INTB_sd_high_iteration1_X850_Y267,86,INTB,sd,high,1,850,267,850,850,0,0,0,0,yes,yes
245_INTB_gan_high_iteration9_X850_Y265,245,INTB,gan,high,9,850,265,260,850,1,0,0,0,N/A,yes
280_INTB_vae_high_iteration1_X850_Y956,280,INTB,vae,high,1,850,956,850,850,0,0,0,0,yes,yes
83_INTB_sd_low_iteration38_X850_Y260,83,INTB,sd,low,38,850,260,850,850,0,0,0,0,yes,yes
217_INTB_gan_high_iteration16_X850_Y267,217,INTB,gan,high,16,850,267,260,850,1,0,0,0,N/A,yes
144_INTB_sd_high_iteration2_X850_Y267,144,INTB,sd,high,2,850,267,260,not a real world object,1,1,0,1,no,N/A
244_INTB_gan_high_iteration32_X850_Y469,244,INTB,gan,high,32,850,469,not a real world object,not a real world object,1,1,1,1,no,no
213_INTB_gan_high_iteration45_X850_Y637,213,INTB,gan,high,45,850,637,a different real world object,a different real world object,1,1,1,1,no,no
232_INTB_gan_high_iteration29_X850_Y388,232,INTB,gan,high,29,850,388,260,850,1,0,0,0,N/A,yes
169_INTB_sd_high_iteration1_X850_Y265,169,INTB,sd,high,1,850,265,260,850,1,0,0,0,N/A,yes
60_INTB_sd_low_iteration155_X850_Y181,60,INTB,sd,low,155,850,181,265,850,1,0,0,0,N/A,yes
228_INTB_gan_high_iteration20_X850_Y957,228,INTB,gan,high,20,850,957,265,850,1,0,0,0,N/A,yes
134_INTB_sd_high_iteration7_X850_Y588,134,INTB,sd,high,7,850,588,265,850,1,0,0,0,N/A,yes
78_INTB_sd_low_iteration83_X850_Y911,78,INTB,sd,low,83,850,911,850,850,0,0,0,0,yes,yes
299_INTB_gan_low_iteration59_X850_Y151,299,INTB,gan,low,59,850,151,267,850,1,0,0,0,N/A,yes
166_INTB_sd_high_iteration1_X850_Y591,166,INTB,sd,high,1,850,591,267,850,1,0,0,0,N/A,yes
314_INTB_gan_low_iteration101_X850_Y125,314,INTB,gan,low,101,850,125,415,850,1,0,0,0,N/A,yes
300_INTB_gan_low_iteration54_X850_Y184,300,INTB,gan,low,54,850,184,850,850,0,0,0,0,yes,yes
266_INTB_gan_high_iteration38_X850_Y452,266,INTB,gan,high,38,850,452,850,850,0,0,0,0,yes,yes
154_INTB_sd_high_iteration1_X850_Y228,154,INTB,sd,high,1,850,228,850,850,0,0,0,0,yes,yes
279_INTB_vae_high_iteration1_X850_Y931,279,INTB,vae,high,1,850,931,850,850,0,0,0,0,yes,yes
151_INTB_sd_high_iteration1_X850_Y260,151,INTB,sd,high,1,850,260,850,850,0,0,0,0,yes,yes
258_INTB_gan_high_iteration44_X850_Y796,258,INTB,gan,high,44,850,796,850,850,0,0,0,0,yes,yes
320_INTB_gan_low_iteration39_X850_Y937,320,INTB,gan,low,39,850,937,850,850,0,0,0,0,yes,yes
341_INTB_gan_low_iteration87_X850_Y265,341,INTB,gan,low,87,850,265,850,850,0,0,0,0,yes,yes
295_INTB_gan_low_iteration244_X850_Y434,295,INTB,gan,low,244,850,434,not a real world object,850,1,0,1,0,N/A,N/A
105_INTB_sd_high_iteration19_X850_Y191,105,INTB,sd,high,19,850,191,850,850,0,0,0,0,yes,yes
147_INTB_sd_high_iteration2_X850_Y434,147,INTB,sd,high,2,850,434,265,850,1,0,0,0,N/A,yes
9_INTB_sd_low_iteration69_X850_Y207,9,INTB,sd,low,69,850,207,850,850,0,0,0,0,yes,yes
342_INTB_gan_low_iteration119_X850_Y719,342,INTB,gan,low,119,850,719,850,850,0,0,0,0,yes,yes
38_INTB_sd_low_iteration93_X850_Y191,38,INTB,sd,low,93,850,191,850,850,0,0,0,0,yes,yes
319_INTB_gan_low_iteration193_X850_Y502,319,INTB,gan,low,193,850,502,not a real world object,850,1,0,1,0,N/A,N/A
