Image URL,ID,DATASET,TOOL,MUT_EXT,ITER,Expected,Predicted,ASS 1,ASS 2,Misclass Human 1,Misclass Human 2,Valid Human 1,Valid Human 2,Validity?,Label Preservation?,
227_INPI_gan_low_iteration156_X963_Y532,227,INPI,gan,low,156,963,532,963,963,0,0,0,0,yes,yes,
196_INPI_gan_low_iteration230_X963_Y659,196,INPI,gan,low,230,963,659,923,923,1,1,0,0,yes,no,
180_INPI_gan_low_iteration250_X963_Y964,180,INPI,gan,low,250,963,964,a different real world object,963,1,0,0,0,yes,N/A,
222_INPI_gan_low_iteration133_X963_Y964,222,INPI,gan,low,133,963,964,963,963,0,0,0,0,yes,yes,
156_INPI_gan_low_iteration228_X963_Y521,156,INPI,gan,low,228,963,521,963,963,0,0,0,0,yes,yes,
219_INPI_gan_low_iteration60_X963_Y567,219,INPI,gan,low,60,963,567,963,963,0,0,0,0,yes,yes,
171_INPI_gan_low_iteration223_X963_Y424,171,INPI,gan,low,223,963,424,a different real world object,not a real world object,1,1,0,1,N/A,no,
179_INPI_gan_low_iteration223_X963_Y923,179,INPI,gan,low,223,963,923,963,963,0,0,0,0,yes,yes,
153_INPI_gan_low_iteration194_X963_Y962,153,INPI,gan,low,194,963,962,963,963,0,0,0,0,yes,yes,
193_INPI_gan_low_iteration156_X963_Y927,193,INPI,gan,low,156,963,927,963,963,0,0,0,0,yes,yes,
162_INPI_gan_low_iteration191_X963_Y925,162,INPI,gan,low,191,963,925,a different real world object,a different real world object,1,1,0,0,yes,no,
161_INPI_gan_low_iteration184_X963_Y567,161,INPI,gan,low,184,963,567,963,963,0,0,0,0,yes,yes,
149_INPI_gan_low_iteration143_X963_Y813,149,INPI,gan,low,143,963,813,963,963,0,0,0,0,yes,yes,
225_INPI_gan_low_iteration80_X963_Y935,225,INPI,gan,low,80,963,935,923,a different real world object,1,1,0,0,yes,no,
157_INPI_gan_low_iteration224_X963_Y927,157,INPI,gan,low,224,963,927,963,963,0,0,0,0,yes,yes,
203_INPI_gan_low_iteration152_X963_Y415,203,INPI,gan,low,152,963,415,927,962,1,1,0,0,yes,no,
220_INPI_gan_low_iteration157_X963_Y464,220,INPI,gan,low,157,963,464,not a real world object,a different real world object,1,1,1,0,N/A,no,
204_INPI_gan_low_iteration191_X963_Y923,204,INPI,gan,low,191,963,923,963,962,0,1,0,0,yes,N/A,
206_INPI_gan_low_iteration148_X963_Y923,206,INPI,gan,low,148,963,923,962,a different real world object,1,1,0,0,yes,no,
186_INPI_gan_low_iteration171_X963_Y965,186,INPI,gan,low,171,963,965,962,a different real world object,1,1,0,0,yes,no,
178_INPI_gan_low_iteration111_X963_Y923,178,INPI,gan,low,111,963,923,923,964,1,1,0,0,yes,no,
218_INPI_gan_low_iteration137_X963_Y927,218,INPI,gan,low,137,963,927,923,927,1,1,0,0,yes,no,
232_INPI_gan_low_iteration153_X963_Y927,232,INPI,gan,low,153,963,927,a different real world object,963,1,0,0,0,yes,N/A,
224_INPI_gan_low_iteration183_X963_Y923,224,INPI,gan,low,183,963,923,a different real world object,963,1,0,0,0,yes,N/A,
226_INPI_gan_low_iteration114_X963_Y940,226,INPI,gan,low,114,963,940,963,963,0,0,0,0,yes,yes,
214_INPI_gan_low_iteration204_X963_Y567,214,INPI,gan,low,204,963,567,a different real world object,963,1,0,0,0,yes,N/A,
212_INPI_gan_low_iteration170_X963_Y940,212,INPI,gan,low,170,963,940,963,963,0,0,0,0,yes,yes,
185_INPI_gan_low_iteration61_X963_Y999,185,INPI,gan,low,61,963,999,923,923,1,1,0,0,yes,no,
175_INPI_gan_low_iteration199_X963_Y415,175,INPI,gan,low,199,963,415,not a real world object,930,1,1,1,0,N/A,no,
233_INPI_gan_low_iteration195_X963_Y923,233,INPI,gan,low,195,963,923,963,963,0,0,0,0,yes,yes,
164_INPI_gan_low_iteration144_X963_Y941,164,INPI,gan,low,144,963,941,927,963,1,0,0,0,yes,N/A,
201_INPI_gan_low_iteration78_X963_Y712,201,INPI,gan,low,78,963,712,962,923,1,1,0,0,yes,no,
188_INPI_gan_low_iteration43_X963_Y923,188,INPI,gan,low,43,963,923,963,963,0,0,0,0,yes,yes,
199_INPI_gan_low_iteration204_X963_Y927,199,INPI,gan,low,204,963,927,963,963,0,0,0,0,yes,yes,
154_INPI_gan_low_iteration147_X963_Y964,154,INPI,gan,low,147,963,964,963,963,0,0,0,0,yes,yes,
194_INPI_gan_low_iteration237_X963_Y953,194,INPI,gan,low,237,963,953,not a real world object,963,1,0,1,0,N/A,N/A,
155_INPI_gan_low_iteration154_X963_Y964,155,INPI,gan,low,154,963,964,not a real world object,963,1,0,1,0,N/A,N/A,
168_INPI_gan_low_iteration240_X963_Y926,168,INPI,gan,low,240,963,926,962,923,1,1,0,0,yes,no,
166_INPI_gan_low_iteration93_X963_Y923,166,INPI,gan,low,93,963,923,964,963,1,0,0,0,yes,N/A,
231_INPI_gan_low_iteration188_X963_Y124,231,INPI,gan,low,188,963,124,a different real world object,a different real world object,1,1,0,0,yes,no,
151_INPI_gan_low_iteration160_X963_Y927,151,INPI,gan,low,160,963,927,963,963,0,0,0,0,yes,yes,
192_INPI_gan_low_iteration227_X963_Y928,192,INPI,gan,low,227,963,928,964,927,1,1,0,0,yes,no,
228_INPI_gan_low_iteration46_X963_Y923,228,INPI,gan,low,46,963,923,a different real world object,963,1,0,0,0,yes,N/A,
190_INPI_gan_low_iteration146_X963_Y941,190,INPI,gan,low,146,963,941,not a real world object,963,1,0,1,0,N/A,N/A,
208_INPI_gan_low_iteration76_X963_Y952,208,INPI,gan,low,76,963,952,963,not a real world object,0,1,0,1,N/A,N/A,
160_INPI_gan_low_iteration120_X963_Y964,160,INPI,gan,low,120,963,964,963,964,0,1,0,0,yes,N/A,
197_INPI_gan_low_iteration148_X963_Y957,197,INPI,gan,low,148,963,957,963,963,0,0,0,0,yes,yes,
235_INPI_gan_low_iteration96_X963_Y567,235,INPI,gan,low,96,963,567,963,963,0,0,0,0,yes,yes,
211_INPI_gan_low_iteration194_X963_Y923,211,INPI,gan,low,194,963,923,963,963,0,0,0,0,yes,yes,
150_INPI_gan_low_iteration196_X963_Y567,150,INPI,gan,low,196,963,567,963,963,0,0,0,0,yes,yes,
159_INPI_gan_low_iteration220_X963_Y964,159,INPI,gan,low,220,963,964,963,963,0,0,0,0,yes,yes,
200_INPI_gan_low_iteration230_X963_Y868,200,INPI,gan,low,230,963,868,963,963,0,0,0,0,yes,yes,
165_INPI_gan_low_iteration236_X963_Y962,165,INPI,gan,low,236,963,962,a different real world object,963,1,0,0,0,yes,N/A,
183_INPI_gan_low_iteration203_X963_Y942,183,INPI,gan,low,203,963,942,a different real world object,963,1,0,0,0,yes,N/A,
158_INPI_gan_low_iteration175_X963_Y964,158,INPI,gan,low,175,963,964,963,963,0,0,0,0,yes,yes,
258_INPI_sd_low_iteration71_X963_Y965,258,INPI,sd,low,71,963,965,963,963,0,0,0,0,yes,yes,
268_INPI_sd_low_iteration196_X963_Y964,268,INPI,sd,low,196,963,964,963,963,0,0,0,0,yes,yes,
289_INPI_sd_low_iteration37_X963_Y927,289,INPI,sd,low,37,963,927,963,963,0,0,0,0,yes,yes,
246_INPI_sd_low_iteration37_X963_Y964,246,INPI,sd,low,37,963,964,963,963,0,0,0,0,yes,yes,
254_INPI_sd_low_iteration223_X963_Y956,254,INPI,sd,low,223,963,956,963,963,0,0,0,0,yes,yes,
242_INPI_sd_low_iteration128_X963_Y964,242,INPI,sd,low,128,963,964,963,963,0,0,0,0,yes,yes,
301_INPI_sd_low_iteration99_X963_Y930,301,INPI,sd,low,99,963,930,963,963,0,0,0,0,yes,yes,
262_INPI_sd_low_iteration65_X963_Y964,262,INPI,sd,low,65,963,964,963,963,0,0,0,0,yes,yes,
259_INPI_sd_low_iteration23_X963_Y964,259,INPI,sd,low,23,963,964,963,963,0,0,0,0,yes,yes,
276_INPI_sd_low_iteration1_X963_Y964,276,INPI,sd,low,1,963,964,963,963,0,0,0,0,yes,yes,
283_INPI_sd_low_iteration28_X963_Y927,283,INPI,sd,low,28,963,927,963,963,0,0,0,0,yes,yes,
298_INPI_sd_low_iteration1_X963_Y930,298,INPI,sd,low,1,963,930,963,963,0,0,0,0,yes,yes,
236_INPI_sd_low_iteration154_X963_Y964,236,INPI,sd,low,154,963,964,963,963,0,0,0,0,yes,yes,
291_INPI_sd_low_iteration1_X963_Y121,291,INPI,sd,low,1,963,121,963,963,0,0,0,0,yes,yes,
244_INPI_sd_low_iteration9_X963_Y964,244,INPI,sd,low,9,963,964,963,963,0,0,0,0,yes,yes,
278_INPI_sd_low_iteration9_X963_Y964,278,INPI,sd,low,9,963,964,963,963,0,0,0,0,yes,yes,
270_INPI_sd_low_iteration16_X963_Y965,270,INPI,sd,low,16,963,965,963,963,0,0,0,0,yes,yes,
273_INPI_sd_low_iteration203_X963_Y927,273,INPI,sd,low,203,963,927,963,963,0,0,0,0,yes,yes,
265_INPI_sd_low_iteration122_X963_Y591,265,INPI,sd,low,122,963,591,963,963,0,0,0,0,yes,yes,
305_INPI_sd_low_iteration214_X963_Y962,305,INPI,sd,low,214,963,962,963,a different real world object,0,1,0,0,yes,N/A,
287_INPI_sd_low_iteration36_X963_Y962,287,INPI,sd,low,36,963,962,962,a different real world object,1,1,0,0,yes,no,
293_INPI_sd_low_iteration177_X963_Y964,293,INPI,sd,low,177,963,964,963,963,0,0,0,0,yes,yes,
274_INPI_sd_low_iteration26_X963_Y962,274,INPI,sd,low,26,963,962,963,963,0,0,0,0,yes,yes,
279_INPI_sd_low_iteration88_X963_Y930,279,INPI,sd,low,88,963,930,963,963,0,0,0,0,yes,yes,
241_INPI_sd_low_iteration76_X963_Y930,241,INPI,sd,low,76,963,930,963,963,0,0,0,0,yes,yes,
257_INPI_sd_low_iteration81_X963_Y965,257,INPI,sd,low,81,963,965,963,963,0,0,0,0,yes,yes,
295_INPI_sd_low_iteration39_X963_Y923,295,INPI,sd,low,39,963,923,963,963,0,0,0,0,yes,yes,
304_INPI_sd_low_iteration94_X963_Y930,304,INPI,sd,low,94,963,930,963,963,0,0,0,0,yes,yes,
253_INPI_sd_low_iteration97_X963_Y911,253,INPI,sd,low,97,963,911,963,963,0,0,0,0,yes,yes,
267_INPI_sd_low_iteration178_X963_Y962,267,INPI,sd,low,178,963,962,963,963,0,0,0,0,yes,yes,
251_INPI_sd_low_iteration52_X963_Y962,251,INPI,sd,low,52,963,962,963,963,0,0,0,0,yes,yes,
263_INPI_sd_low_iteration13_X963_Y962,263,INPI,sd,low,13,963,962,965,963,1,0,0,0,yes,N/A,
243_INPI_sd_low_iteration53_X963_Y964,243,INPI,sd,low,53,963,964,963,963,0,0,0,0,yes,yes,
249_INPI_sd_low_iteration126_X963_Y964,249,INPI,sd,low,126,963,964,963,964,0,1,0,0,yes,N/A,
281_INPI_sd_low_iteration115_X963_Y824,281,INPI,sd,low,115,963,824,963,963,0,0,0,0,yes,yes,
255_INPI_sd_low_iteration1_X963_Y964,255,INPI,sd,low,1,963,964,963,963,0,0,0,0,yes,yes,
286_INPI_sd_low_iteration8_X963_Y964,286,INPI,sd,low,8,963,964,963,963,0,0,0,0,yes,yes,
303_INPI_sd_low_iteration113_X963_Y930,303,INPI,sd,low,113,963,930,963,963,0,0,0,0,yes,yes,
294_INPI_sd_low_iteration59_X963_Y964,294,INPI,sd,low,59,963,964,963,963,0,0,0,0,yes,yes,
266_INPI_sd_low_iteration118_X963_Y962,266,INPI,sd,low,118,963,962,963,963,0,0,0,0,yes,yes,
290_INPI_sd_low_iteration149_X963_Y567,290,INPI,sd,low,149,963,567,963,963,0,0,0,0,yes,yes,
300_INPI_sd_low_iteration27_X963_Y930,300,INPI,sd,low,27,963,930,962,963,1,0,0,0,yes,N/A,
245_INPI_sd_low_iteration32_X963_Y927,245,INPI,sd,low,32,963,927,963,963,0,0,0,0,yes,yes,
284_INPI_sd_low_iteration67_X963_Y750,284,INPI,sd,low,67,963,750,963,963,0,0,0,0,yes,yes,
285_INPI_sd_low_iteration126_X963_Y110,285,INPI,sd,low,126,963,110,963,963,0,0,0,0,yes,yes,
280_INPI_sd_low_iteration125_X963_Y930,280,INPI,sd,low,125,963,930,963,963,0,0,0,0,yes,yes,
296_INPI_sd_low_iteration20_X963_Y964,296,INPI,sd,low,20,963,964,963,963,0,0,0,0,yes,yes,
299_INPI_sd_low_iteration48_X963_Y959,299,INPI,sd,low,48,963,959,963,963,0,0,0,0,yes,yes,
239_INPI_sd_low_iteration1_X963_Y891,239,INPI,sd,low,1,963,891,963,963,0,0,0,0,yes,yes,
252_INPI_sd_low_iteration69_X963_Y922,252,INPI,sd,low,69,963,922,963,963,0,0,0,0,yes,yes,
292_INPI_sd_low_iteration1_X963_Y962,292,INPI,sd,low,1,963,962,963,963,0,0,0,0,yes,yes,
297_INPI_sd_low_iteration207_X963_Y964,297,INPI,sd,low,207,963,964,963,963,0,0,0,0,yes,yes,
250_INPI_sd_low_iteration40_X963_Y891,250,INPI,sd,low,40,963,891,963,963,0,0,0,0,yes,yes,
277_INPI_sd_low_iteration113_X963_Y964,277,INPI,sd,low,113,963,964,963,963,0,0,0,0,yes,yes,
248_INPI_sd_low_iteration30_X963_Y964,248,INPI,sd,low,30,963,964,963,963,0,0,0,0,yes,yes,
261_INPI_sd_low_iteration180_X963_Y930,261,INPI,sd,low,180,963,930,963,963,0,0,0,0,yes,yes,
264_INPI_sd_low_iteration99_X963_Y964,264,INPI,sd,low,99,963,964,963,963,0,0,0,0,yes,yes,
238_INPI_sd_low_iteration212_X963_Y964,238,INPI,sd,low,212,963,964,963,963,0,0,0,0,yes,yes,
271_INPI_sd_low_iteration156_X963_Y962,271,INPI,sd,low,156,963,962,963,963,0,0,0,0,yes,yes,
256_INPI_sd_low_iteration154_X963_Y953,256,INPI,sd,low,154,963,953,963,963,0,0,0,0,yes,yes,
275_INPI_sd_low_iteration168_X963_Y930,275,INPI,sd,low,168,963,930,963,963,0,0,0,0,yes,yes,
240_INPI_sd_low_iteration31_X963_Y923,240,INPI,sd,low,31,963,923,963,963,0,0,0,0,yes,yes,
288_INPI_sd_low_iteration24_X963_Y956,288,INPI,sd,low,24,963,956,963,963,0,0,0,0,yes,yes,
306_INPI_sd_low_iteration38_X963_Y964,306,INPI,sd,low,38,963,964,963,963,0,0,0,0,yes,yes,
237_INPI_sd_low_iteration1_X963_Y964,237,INPI,sd,low,1,963,964,963,963,0,0,0,0,yes,yes,
260_INPI_sd_low_iteration9_X963_Y930,260,INPI,sd,low,9,963,930,963,963,0,0,0,0,yes,yes,
272_INPI_sd_low_iteration28_X963_Y824,272,INPI,sd,low,28,963,824,963,not a real world object,0,1,0,1,N/A,N/A,
282_INPI_sd_low_iteration90_X963_Y964,282,INPI,sd,low,90,963,964,963,963,0,0,0,0,yes,yes,
302_INPI_sd_low_iteration11_X963_Y964,302,INPI,sd,low,11,963,964,963,963,0,0,0,0,yes,yes,
269_INPI_sd_low_iteration47_X963_Y121,269,INPI,sd,low,47,963,121,963,963,0,0,0,0,yes,yes,
247_INPI_sd_low_iteration113_X963_Y930,247,INPI,sd,low,113,963,930,963,963,0,0,0,0,yes,yes,
18_INPI_vae_low_iteration48_X963_Y957,18,INPI,vae,low,48,963,957,963,963,0,0,0,0,yes,yes,23
3_INPI_vae_low_iteration11_X963_Y429,3,INPI,vae,low,11,963,429,963,927,0,1,0,0,yes,N/A,
14_INPI_vae_low_iteration9_X963_Y301,14,INPI,vae,low,9,963,301,963,963,0,0,0,0,yes,yes,
16_INPI_vae_low_iteration11_X963_Y599,16,INPI,vae,low,11,963,599,963,963,0,0,0,0,yes,yes,
9_INPI_vae_low_iteration2_X963_Y927,9,INPI,vae,low,2,963,927,963,963,0,0,0,0,yes,yes,
4_INPI_vae_low_iteration37_X963_Y964,4,INPI,vae,low,37,963,964,not a real world object,963,1,0,1,0,N/A,N/A,
13_INPI_vae_low_iteration1_X963_Y567,13,INPI,vae,low,1,963,567,963,963,0,0,0,0,yes,yes,
7_INPI_vae_low_iteration13_X963_Y928,7,INPI,vae,low,13,963,928,963,963,0,0,0,0,yes,yes,
5_INPI_vae_low_iteration3_X963_Y32,5,INPI,vae,low,3,963,32,963,963,0,0,0,0,yes,yes,
8_INPI_vae_low_iteration29_X963_Y931,8,INPI,vae,low,29,963,931,963,963,0,0,0,0,yes,yes,
6_INPI_vae_low_iteration3_X963_Y599,6,INPI,vae,low,3,963,599,963,963,0,0,0,0,yes,yes,
19_INPI_vae_low_iteration9_X963_Y924,19,INPI,vae,low,9,963,924,963,963,0,0,0,0,yes,yes,
23_INPI_vae_low_iteration10_X963_Y76,23,INPI,vae,low,10,963,76,963,a different real world object,0,1,0,0,yes,N/A,
17_INPI_vae_low_iteration6_X963_Y927,17,INPI,vae,low,6,963,927,963,963,0,0,0,0,yes,yes,
0_INPI_vae_low_iteration7_X963_Y927,0,INPI,vae,low,7,963,927,963,963,0,0,0,0,yes,yes,
2_INPI_vae_low_iteration19_X963_Y937,2,INPI,vae,low,19,963,937,963,963,0,0,0,0,yes,yes,
15_INPI_vae_low_iteration3_X963_Y957,15,INPI,vae,low,3,963,957,963,963,0,0,0,0,yes,yes,
24_INPI_vae_low_iteration1_X963_Y927,24,INPI,vae,low,1,963,927,963,963,0,0,0,0,yes,yes,
1_INPI_vae_low_iteration23_X963_Y927,1,INPI,vae,low,23,963,927,963,963,0,0,0,0,yes,yes,
10_INPI_vae_low_iteration11_X963_Y927,10,INPI,vae,low,11,963,927,963,963,0,0,0,0,yes,yes,
12_INPI_vae_low_iteration26_X963_Y927,12,INPI,vae,low,26,963,927,963,963,0,0,0,0,yes,yes,
21_INPI_vae_low_iteration12_X963_Y509,21,INPI,vae,low,12,963,509,not a real world object,963,1,0,1,0,N/A,N/A,
20_INPI_vae_low_iteration23_X963_Y964,20,INPI,vae,low,23,963,964,963,963,0,0,0,0,yes,yes,
22_INPI_vae_low_iteration1_X963_Y567,22,INPI,vae,low,1,963,567,963,963,0,0,0,0,yes,yes,
11_INPI_vae_low_iteration6_X963_Y599,11,INPI,vae,low,6,963,599,963,963,0,0,0,0,yes,yes,
